gid	ttype	po	syn	tid	impact	eff
Zm00001d007117	mRNA	0.7675662533430586	syntenic	Zm00001d007117_T001	high	exon_loss_variant
Zm00001d011062	mRNA	0.7577011494252873	syntenic	Zm00001d011062_T001	high	exon_loss_variant
Zm00001d012391	mRNA	0.7550482879719052	syntenic	Zm00001d012391_T003	high	exon_loss_variant
Zm00001d014036	mRNA	0.8103887826641173	syntenic	Zm00001d014036_T002	high	exon_loss_variant
Zm00001d017770	mRNA	0.8383905013192612	syntenic	Zm00001d017770_T001	high	exon_loss_variant
Zm00001d018506	mRNA	0.8522152839726435	syntenic	Zm00001d018506_T001	high	exon_loss_variant
Zm00001d018896	mRNA	0.7647460715099066	syntenic	Zm00001d018896_T002	high	exon_loss_variant
Zm00001d018938	mRNA	0.7803225052582379	syntenic	Zm00001d018938_T001	high	exon_loss_variant
Zm00001d021310	mRNA	0.8224489795918367	syntenic	Zm00001d021310_T001	high	exon_loss_variant
Zm00001d021378	mRNA	0.9311349972672618	syntenic	Zm00001d021378_T007	high	exon_loss_variant
Zm00001d021874	mRNA	0.7758620689655172	syntenic	Zm00001d021874_T001	high	exon_loss_variant
Zm00001d027844	mRNA	0.815418828762046	syntenic	Zm00001d027844_T001	high	exon_loss_variant
Zm00001d053827	mRNA	0.7744649263887171	syntenic	Zm00001d053827_T001	high	exon_loss_variant
Zm00001d001780	mRNA	0.8189536771132476	syntenic	Zm00001d001780_T002	high	frameshift_variant
Zm00001d001784	mRNA	0.8978451715881883	syntenic	Zm00001d001784_T002	high	frameshift_variant
Zm00001d001790	mRNA	0.7848866498740554	syntenic	Zm00001d001790_T004	high	frameshift_variant
Zm00001d001800	mRNA	0.7869718309859155	syntenic	Zm00001d001800_T001	high	frameshift_variant
Zm00001d001808	mRNA	0.9393472906403941	syntenic	Zm00001d001808_T005	high	frameshift_variant
Zm00001d001817	mRNA	0.9101075268817205	syntenic	Zm00001d001817_T001	high	frameshift_variant
Zm00001d001825	mRNA	0.8410462776659959	syntenic	Zm00001d001825_T001	high	frameshift_variant
Zm00001d001832	mRNA	0.9722222222222222	syntenic	Zm00001d001832_T001	high	frameshift_variant
Zm00001d001862	mRNA	0.9955406911928651	syntenic	Zm00001d001862_T001	high	frameshift_variant
Zm00001d001894	mRNA	0.9011538461538462	syntenic	Zm00001d001894_T001	high	frameshift_variant
Zm00001d001905	mRNA	0.9596412556053812	syntenic	Zm00001d001905_T001	high	frameshift_variant
Zm00001d001944	mRNA	0.7803790412486065	syntenic	Zm00001d001944_T001	high	frameshift_variant
Zm00001d001948	mRNA	0.9511993382961125	syntenic	Zm00001d001948_T001	high	frameshift_variant
Zm00001d001953	mRNA	0.9354469060351414	syntenic	Zm00001d001953_T003	high	frameshift_variant
Zm00001d001961	mRNA	0.8776371308016878	syntenic	Zm00001d001961_T001	high	frameshift_variant
Zm00001d001977	mRNA	0.9656019656019657	syntenic	Zm00001d001977_T001	high	frameshift_variant
Zm00001d002000	mRNA	0.7745622568093385	syntenic	Zm00001d002000_T003	high	frameshift_variant
Zm00001d002046	mRNA	0.8730226592560923	syntenic	Zm00001d002046_T003	high	frameshift_variant
Zm00001d002054	mRNA	0.8111760409057707	syntenic	Zm00001d002054_T001	high	frameshift_variant
Zm00001d002079	mRNA	0.9683794466403162	syntenic	Zm00001d002079_T001	high	frameshift_variant
Zm00001d002083	mRNA	0.9743589743589743	syntenic	Zm00001d002083_T001	high	frameshift_variant
Zm00001d002129	mRNA	0.7810081804112314	syntenic	Zm00001d002129_T001	high	frameshift_variant
Zm00001d002135	mRNA	0.8137931034482758	syntenic	Zm00001d002135_T001	high	frameshift_variant
Zm00001d002154	mRNA	0.9295329898620575	syntenic	Zm00001d002154_T003	high	frameshift_variant
Zm00001d002168	mRNA	0.8687227074235808	syntenic	Zm00001d002168_T001	high	frameshift_variant
Zm00001d002173	mRNA	0.9816643159379408	syntenic	Zm00001d002173_T001	high	frameshift_variant
Zm00001d002175	mRNA	0.8414996288047513	syntenic	Zm00001d002175_T001	high	frameshift_variant
Zm00001d002224	mRNA	0.889894419306184	syntenic	Zm00001d002224_T001	high	frameshift_variant
Zm00001d002272	mRNA	0.8522396114409067	syntenic	Zm00001d002272_T007	high	frameshift_variant
Zm00001d002282	mRNA	0.9910226385636222	syntenic	Zm00001d002282_T001	high	frameshift_variant
Zm00001d002288	mRNA	0.8510992671552299	syntenic	Zm00001d002288_T002	high	frameshift_variant
Zm00001d002316	mRNA	0.9329573934837093	syntenic	Zm00001d002316_T001	high	frameshift_variant
Zm00001d002325	mRNA	0.8669088507265522	syntenic	Zm00001d002325_T002	high	frameshift_variant
Zm00001d002333	mRNA	0.9099797085408596	syntenic	Zm00001d002333_T003	high	frameshift_variant
Zm00001d002341	mRNA	0.9515570934256056	syntenic	Zm00001d002341_T001	high	frameshift_variant
Zm00001d002410	mRNA	0.9149539333805812	syntenic	Zm00001d002410_T001	high	frameshift_variant
Zm00001d002423	mRNA	0.9558823529411765	syntenic	Zm00001d002423_T001	high	frameshift_variant
Zm00001d002429	mRNA	0.9454782892588965	syntenic	Zm00001d002429_T002	high	frameshift_variant
Zm00001d002432	mRNA	0.934094447327452	syntenic	Zm00001d002432_T001	high	frameshift_variant
Zm00001d002440	mRNA	0.7697706264977747	syntenic	Zm00001d002440_T002	high	frameshift_variant
Zm00001d002454	mRNA	0.7590535972959923	syntenic	Zm00001d002454_T002	high	frameshift_variant
Zm00001d002483	mRNA	0.9238188654569234	syntenic	Zm00001d002483_T002	high	frameshift_variant
Zm00001d002505	mRNA	0.9776974080771549	syntenic	Zm00001d002505_T001	high	frameshift_variant
Zm00001d002519	mRNA	0.957286432160804	syntenic	Zm00001d002519_T001	high	frameshift_variant
Zm00001d002532	mRNA	0.8426966292134831	syntenic	Zm00001d002532_T001	high	frameshift_variant
Zm00001d002541	mRNA	0.8553015564202334	syntenic	Zm00001d002541_T001	high	frameshift_variant
Zm00001d002562	mRNA	0.9878048780487805	syntenic	Zm00001d002562_T001	high	frameshift_variant
Zm00001d002593	mRNA	0.8164652567975831	syntenic	Zm00001d002593_T001	high	frameshift_variant
Zm00001d002596	mRNA	0.9908256880733946	syntenic	Zm00001d002596_T001	high	frameshift_variant
Zm00001d002613	mRNA	0.8753810975609756	syntenic	Zm00001d002613_T002	high	frameshift_variant
Zm00001d002623	mRNA	0.9947275922671354	syntenic	Zm00001d002623_T001	high	frameshift_variant
Zm00001d002642	mRNA	0.9534206695778749	syntenic	Zm00001d002642_T001	high	frameshift_variant
Zm00001d002662	mRNA	0.9251572327044025	syntenic	Zm00001d002662_T010	high	frameshift_variant
Zm00001d002663	mRNA	0.8280523869877482	syntenic	Zm00001d002663_T004	high	frameshift_variant
Zm00001d002668	mRNA	0.9359849376323841	syntenic	Zm00001d002668_T004	high	frameshift_variant
Zm00001d002673	mRNA	0.7643728222996515	syntenic	Zm00001d002673_T001	high	frameshift_variant
Zm00001d002677	mRNA	0.9480789200415368	syntenic	Zm00001d002677_T001	high	frameshift_variant
Zm00001d002679	mRNA	0.9162548050521692	syntenic	Zm00001d002679_T001	high	frameshift_variant
Zm00001d002680	mRNA	0.8615168539325843	syntenic	Zm00001d002680_T003	high	frameshift_variant
Zm00001d002705	mRNA	0.9241154562383612	syntenic	Zm00001d002705_T002	high	frameshift_variant
Zm00001d002744	mRNA	0.9879336349924586	syntenic	Zm00001d002744_T001	high	frameshift_variant
Zm00001d002750	mRNA	0.8806636885768986	syntenic	Zm00001d002750_T001	high	frameshift_variant
Zm00001d002756	mRNA	0.9353120243531202	syntenic	Zm00001d002756_T001	high	frameshift_variant
Zm00001d002760	mRNA	0.8338001867413632	syntenic	Zm00001d002760_T001	high	frameshift_variant
Zm00001d002797	mRNA	0.7937682134050661	syntenic	Zm00001d002797_T001	high	frameshift_variant
Zm00001d002802	mRNA	0.996222851746931	syntenic	Zm00001d002802_T001	high	frameshift_variant
Zm00001d002811	mRNA	0.9343157894736842	syntenic	Zm00001d002811_T002	high	frameshift_variant
Zm00001d002819	mRNA	0.7776425591098748	syntenic	Zm00001d002819_T002	high	frameshift_variant
Zm00001d002826	mRNA	0.9702048417132216	syntenic	Zm00001d002826_T001	high	frameshift_variant
Zm00001d002834	mRNA	0.9809941520467836	syntenic	Zm00001d002834_T001	high	frameshift_variant
Zm00001d002856	mRNA	0.9968553459119497	syntenic	Zm00001d002856_T001	high	frameshift_variant
Zm00001d002857	mRNA	0.9396806623299823	syntenic	Zm00001d002857_T001	high	frameshift_variant
Zm00001d002869	mRNA	0.9053408597481546	syntenic	Zm00001d002869_T001	high	frameshift_variant
Zm00001d002964	mRNA	0.8602076124567474	syntenic	Zm00001d002964_T001	high	frameshift_variant
Zm00001d002967	mRNA	0.8922639533143798	syntenic	Zm00001d002967_T001	high	frameshift_variant
Zm00001d003005	mRNA	0.9449275362318841	syntenic	Zm00001d003005_T001	high	frameshift_variant
Zm00001d003007	mRNA	0.9928926794598436	syntenic	Zm00001d003007_T001	high	frameshift_variant
Zm00001d003009	mRNA	0.9621621621621622	syntenic	Zm00001d003009_T001	high	frameshift_variant
Zm00001d003016	mRNA	0.80226854690374	syntenic	Zm00001d003016_T001	high	frameshift_variant
Zm00001d003072	mRNA	0.9534140214660881	syntenic	Zm00001d003072_T001	high	frameshift_variant
Zm00001d003080	mRNA	0.8980716253443526	syntenic	Zm00001d003080_T001	high	frameshift_variant
Zm00001d003091	mRNA	0.8849315068493151	syntenic	Zm00001d003091_T001	high	frameshift_variant
Zm00001d003104	mRNA	0.9608728367193379	syntenic	Zm00001d003104_T001	high	frameshift_variant
Zm00001d003160	mRNA	0.8509394572025052	syntenic	Zm00001d003160_T001	high	frameshift_variant
Zm00001d003176	mRNA	0.8827993254637436	syntenic	Zm00001d003176_T001	high	frameshift_variant
Zm00001d003181	mRNA	0.8068638189120116	syntenic	Zm00001d003181_T005	high	frameshift_variant
Zm00001d003197	mRNA	0.9641255605381166	syntenic	Zm00001d003197_T001	high	frameshift_variant
Zm00001d003220	mRNA	0.8758719737382027	syntenic	Zm00001d003220_T001	high	frameshift_variant
Zm00001d003250	mRNA	0.7694079705137066	syntenic	Zm00001d003250_T001	high	frameshift_variant
Zm00001d003272	mRNA	0.9874631268436578	syntenic	Zm00001d003272_T001	high	frameshift_variant
