gid	ttype	po	syn	tid	impact	eff
Zm00014a000757	mRNA	0.7583547557840618	syntenic	Zm00014a000757_T1	high	exon_loss_variant
Zm00014a001054	mRNA	0.764519906323185	syntenic	Zm00014a001054_T1	high	exon_loss_variant
Zm00014a001218	mRNA	0.7574423279410357	syntenic	Zm00014a001218_T1	high	exon_loss_variant
Zm00014a002028	mRNA	0.9368445583780005	syntenic	Zm00014a002028_T1	high	exon_loss_variant
Zm00014a003973	mRNA	0.865023840292322	syntenic	Zm00014a003973_T1	high	exon_loss_variant
Zm00014a004369	mRNA	0.7612918324362274	syntenic	Zm00014a004369_T1	high	exon_loss_variant
Zm00014a005001	mRNA	0.770375883885374	syntenic	Zm00014a005001_T1	high	exon_loss_variant
Zm00014a005668	mRNA	0.8763538373840494	syntenic	Zm00014a005668_T1	high	exon_loss_variant
Zm00014a006655	mRNA	0.963527714815578	syntenic	Zm00014a006655_T1	high	exon_loss_variant
Zm00014a007439	mRNA	0.7634721817652199	syntenic	Zm00014a007439_T1	high	exon_loss_variant
Zm00014a008028	mRNA	0.7634621235168847	syntenic	Zm00014a008028_T1	high	exon_loss_variant
Zm00014a009647	mRNA	0.8617499339148824	syntenic	Zm00014a009647_T1	high	exon_loss_variant
Zm00014a011080	mRNA	0.9420480737569971	syntenic	Zm00014a011080_T1	high	exon_loss_variant
Zm00014a012169	mRNA	0.9111359196204298	syntenic	Zm00014a012169_T1	high	exon_loss_variant
Zm00014a012288	mRNA	0.8771594684385382	syntenic	Zm00014a012288_T1	high	exon_loss_variant
Zm00014a013980	mRNA	0.9352838289076165	syntenic	Zm00014a013980_T1	high	exon_loss_variant
Zm00014a014263	mRNA	0.898960498960499	syntenic	Zm00014a014263_T1	high	exon_loss_variant
Zm00014a014907	mRNA	0.890206040079029	syntenic	Zm00014a014907_T1	high	exon_loss_variant
Zm00014a015453	mRNA	0.7700720192051214	syntenic	Zm00014a015453_T1	high	exon_loss_variant
Zm00014a016142	mRNA	0.866278042748631	syntenic	Zm00014a016142_T1	high	exon_loss_variant
Zm00014a016421	mRNA	0.9198653198653198	syntenic	Zm00014a016421_T1	high	exon_loss_variant
Zm00014a017886	mRNA	0.9347206738511087	syntenic	Zm00014a017886_T1	high	exon_loss_variant
Zm00014a018155	mRNA	0.8184658904019473	syntenic	Zm00014a018155_T1	high	exon_loss_variant
Zm00014a018323	mRNA	0.8604555292177677	syntenic	Zm00014a018323_T1	high	exon_loss_variant
Zm00014a018918	mRNA	0.8649400058530875	syntenic	Zm00014a018918_T1	high	exon_loss_variant
Zm00014a019593	mRNA	0.7806706114398422	syntenic	Zm00014a019593_T1	high	exon_loss_variant
Zm00014a020295	mRNA	0.7669172932330827	syntenic	Zm00014a020295_T1	high	exon_loss_variant
Zm00014a020471	mRNA	0.8024543036128036	syntenic	Zm00014a020471_T1	high	exon_loss_variant
Zm00014a021686	mRNA	0.8642908567314614	syntenic	Zm00014a021686_T1	high	exon_loss_variant
Zm00014a022300	mRNA	0.7832278481012658	syntenic	Zm00014a022300_T1	high	exon_loss_variant
Zm00014a022355	mRNA	0.9481615233092581	syntenic	Zm00014a022355_T1	high	exon_loss_variant
Zm00014a022379	mRNA	0.8298722044728435	syntenic	Zm00014a022379_T1	high	exon_loss_variant
Zm00014a022469	mRNA	0.8436599423631124	syntenic	Zm00014a022469_T1	high	exon_loss_variant
Zm00014a022536	mRNA	0.9225461445575297	syntenic	Zm00014a022536_T1	high	exon_loss_variant
Zm00014a022782	mRNA	0.8615322144017326	syntenic	Zm00014a022782_T1	high	exon_loss_variant
Zm00014a023776	mRNA	0.8555734190782422	syntenic	Zm00014a023776_T1	high	exon_loss_variant
Zm00014a025128	mRNA	0.9712173913043478	syntenic	Zm00014a025128_T1	high	exon_loss_variant
Zm00014a027884	mRNA	0.8618366265425089	syntenic	Zm00014a027884_T1	high	exon_loss_variant
Zm00014a028451	mRNA	0.8867262284620293	syntenic	Zm00014a028451_T1	high	exon_loss_variant
Zm00014a031102	mRNA	0.8955223880597015	syntenic	Zm00014a031102_T1	high	exon_loss_variant
Zm00014a031978	mRNA	0.8439796192008582	syntenic	Zm00014a031978_T1	high	exon_loss_variant
Zm00014a032764	mRNA	0.8137082601054482	syntenic	Zm00014a032764_T1	high	exon_loss_variant
Zm00014a033553	mRNA	0.8196712562706799	syntenic	Zm00014a033553_T1	high	exon_loss_variant
Zm00014a034090	mRNA	0.9144591611479028	syntenic	Zm00014a034090_T1	high	exon_loss_variant
Zm00014a034298	mRNA	0.864412087051824	syntenic	Zm00014a034298_T1	high	exon_loss_variant
Zm00014a035661	mRNA	0.7820158102766799	syntenic	Zm00014a035661_T1	high	exon_loss_variant
Zm00014a035756	mRNA	0.9193303571428572	syntenic	Zm00014a035756_T1	high	exon_loss_variant
Zm00014a036396	mRNA	0.7984061393152302	syntenic	Zm00014a036396_T1	high	exon_loss_variant
Zm00014a039712	mRNA	0.9664217487141807	syntenic	Zm00014a039712_T1	high	exon_loss_variant
Zm00014a040758	mRNA	0.8534051558291651	syntenic	Zm00014a040758_T1	high	exon_loss_variant
Zm00014a041160	mRNA	0.8414304993252362	syntenic	Zm00014a041160_T1	high	exon_loss_variant
Zm00014a041370	mRNA	0.8139255702280912	syntenic	Zm00014a041370_T1	high	exon_loss_variant
Zm00014a041586	mRNA	0.8513084853291039	syntenic	Zm00014a041586_T1	high	exon_loss_variant
Zm00014a041641	mRNA	0.8153018677062002	syntenic	Zm00014a041641_T1	high	exon_loss_variant
Zm00014a042867	mRNA	0.8480332930594711	syntenic	Zm00014a042867_T1	high	exon_loss_variant
Zm00014a044573	mRNA	0.8320726172465961	syntenic	Zm00014a044573_T1	high	exon_loss_variant
Zm00014a000015	mRNA	0.9903114186851211	syntenic	Zm00014a000015_T1	high	frameshift_variant
Zm00014a000032	mRNA	0.8755010224948875	syntenic	Zm00014a000032_T1	high	frameshift_variant
Zm00014a000038	mRNA	0.9715850736049298	syntenic	Zm00014a000038_T1	high	frameshift_variant
Zm00014a000045	mRNA	0.8623029335461984	syntenic	Zm00014a000045_T1	high	frameshift_variant
Zm00014a000047	mRNA	0.9909326424870466	syntenic	Zm00014a000047_T1	high	frameshift_variant
Zm00014a000051	mRNA	0.9788990825688073	syntenic	Zm00014a000051_T1	high	frameshift_variant
Zm00014a000066	mRNA	0.9956916550672764	syntenic	Zm00014a000066_T1	high	frameshift_variant
Zm00014a000080	mRNA	1	syntenic	Zm00014a000080_T1	high	frameshift_variant
Zm00014a000083	mRNA	0.9805825242718447	syntenic	Zm00014a000083_T1	high	frameshift_variant
Zm00014a000098	mRNA	0.9975339087546239	syntenic	Zm00014a000098_T1	high	frameshift_variant
Zm00014a000121	mRNA	1	syntenic	Zm00014a000121_T1	high	frameshift_variant
Zm00014a000129	mRNA	0.9997382884061764	syntenic	Zm00014a000129_T1	high	frameshift_variant
Zm00014a000131	mRNA	1	syntenic	Zm00014a000131_T1	high	frameshift_variant
Zm00014a000159	mRNA	0.9932049830124575	syntenic	Zm00014a000159_T1	high	frameshift_variant
Zm00014a000176	mRNA	0.9930735930735931	syntenic	Zm00014a000176_T1	high	frameshift_variant
Zm00014a000184	mRNA	0.9995402298850574	syntenic	Zm00014a000184_T1	high	frameshift_variant
Zm00014a000186	mRNA	0.9983660130718954	syntenic	Zm00014a000186_T1	high	frameshift_variant
Zm00014a000211	mRNA	0.9915309446254071	syntenic	Zm00014a000211_T1	high	frameshift_variant
Zm00014a000280	mRNA	0.9908713692946058	syntenic	Zm00014a000280_T1	high	frameshift_variant
Zm00014a000317	mRNA	0.9985255570117956	syntenic	Zm00014a000317_T1	high	frameshift_variant
Zm00014a000372	mRNA	0.9824561403508771	syntenic	Zm00014a000372_T1	high	frameshift_variant
Zm00014a000412	mRNA	0.9774531597332486	syntenic	Zm00014a000412_T1	high	frameshift_variant
Zm00014a000419	mRNA	0.9975825946817083	syntenic	Zm00014a000419_T1	high	frameshift_variant
Zm00014a000428	mRNA	0.9951397326852977	syntenic	Zm00014a000428_T1	high	frameshift_variant
Zm00014a000450	mRNA	0.9116784037558685	syntenic	Zm00014a000450_T1	high	frameshift_variant
Zm00014a000471	mRNA	0.983011583011583	syntenic	Zm00014a000471_T1	high	frameshift_variant
Zm00014a000488	mRNA	0.9707057256990679	syntenic	Zm00014a000488_T1	high	frameshift_variant
Zm00014a000490	mRNA	0.9821487603305785	syntenic	Zm00014a000490_T1	high	frameshift_variant
Zm00014a000494	mRNA	0.9777646012451824	syntenic	Zm00014a000494_T1	high	frameshift_variant
Zm00014a000510	mRNA	0.983300198807157	syntenic	Zm00014a000510_T1	high	frameshift_variant
Zm00014a000544	mRNA	0.9404186795491143	syntenic	Zm00014a000544_T1	high	frameshift_variant
Zm00014a000552	mRNA	1	syntenic	Zm00014a000552_T1	high	frameshift_variant
Zm00014a000560	mRNA	0.99633699633699635	syntenic	Zm00014a000560_T1	high	frameshift_variant
Zm00014a000563	mRNA	0.9935876883616543	syntenic	Zm00014a000563_T1	high	frameshift_variant
Zm00014a000568	mRNA	0.9925028835063437	syntenic	Zm00014a000568_T2	high	frameshift_variant
Zm00014a000569	mRNA	0.7966160220994475	syntenic	Zm00014a000569_T1	high	frameshift_variant
Zm00014a000662	mRNA	0.9915907498248073	syntenic	Zm00014a000662_T1	high	frameshift_variant
Zm00014a000676	mRNA	1	syntenic	Zm00014a000676_T1	high	frameshift_variant
Zm00014a000701	mRNA	0.9851818590031433	syntenic	Zm00014a000701_T1	high	frameshift_variant
Zm00014a000716	mRNA	0.9936305732484076	syntenic	Zm00014a000716_T1	high	frameshift_variant
Zm00014a000722	mRNA	0.9581239530988275	syntenic	Zm00014a000722_T1	high	frameshift_variant
Zm00014a000723	mRNA	0.9333333333333333	syntenic	Zm00014a000723_T1	high	frameshift_variant
Zm00014a000753	mRNA	0.9991780821917808	syntenic	Zm00014a000753_T1	high	frameshift_variant
Zm00014a000759	mRNA	0.9929708497002274	syntenic	Zm00014a000759_T1	high	frameshift_variant
Zm00014a000760	mRNA	0.9943800491745697	syntenic	Zm00014a000760_T1	high	frameshift_variant
Zm00014a000767	mRNA	0.9830887045309509	syntenic	Zm00014a000767_T1	high	frameshift_variant
Zm00014a000781	mRNA	0.9935628323537643	syntenic	Zm00014a000781_T1	high	frameshift_variant
Zm00014a000782	mRNA	0.9937791601866252	syntenic	Zm00014a000782_T1	high	frameshift_variant
Zm00014a000783	mRNA	0.9218585005279831	syntenic	Zm00014a000783_T1	high	frameshift_variant
Zm00014a000795	mRNA	0.9843517138599106	syntenic	Zm00014a000795_T1	high	frameshift_variant
Zm00014a000796	mRNA	0.9589923842999414	syntenic	Zm00014a000796_T1	high	frameshift_variant
